E_1,E_2,E_3,E_4,E_5,Era_1,Era_2,Era_3,Era_4,Era_5,Erd_1,Erd_2,Erd_3,Erd_4,Erd_5,Erd_6,Erd_7,Erd_8,Erd_9,Erd_10,Erd_11,Erd_12,Erd_13,Erd_14,Erd_15,class1,class2,class3,class4
103.1417295,103.1072509,103.0888353,102.9490999,103.0374126,0.999984308,0.999990866,0.999985255,0.999989197,0.999983893,1.81E-06,1.18E-06,1.62E-06,1.38E-06,1.79E-06,7.63E-06,2.29E-06,6.81E-06,3.28E-06,7.68E-06,4.90E-06,4.49E-06,5.50E-06,4.95E-06,5.44E-06,0,3,5,11
103.1953075,103.1241298,103.0963853,103.1970114,103.1493491,0.999987494,0.999993558,0.999983506,0.999988956,0.999987149,1.44E-06,8.53E-07,2.02E-06,1.30E-06,1.47E-06,5.04E-06,1.94E-06,8.84E-06,3.14E-06,5.28E-06,5.79E-06,3.48E-06,5.42E-06,6.40E-06,5.88E-06,0,3,5,11
103.1859305,103.1134277,103.0789093,103.0969731,103.166737,0.999989086,0.999994313,0.999987558,0.999992406,0.999988894,9.40E-07,4.81E-07,1.10E-06,6.79E-07,9.69E-07,4.36E-06,8.95E-07,6.49E-06,2.13E-06,5.17E-06,2.29E-06,9.28E-07,2.77E-06,1.40E-06,1.87E-06,0,3,5,11
103.1662362,103.112074,103.0879369,103.1001051,103.159931,0.999986353,0.999992255,0.999986938,0.999991324,0.999987073,1.24E-06,6.19E-07,9.60E-07,7.29E-07,1.26E-06,3.81E-06,9.65E-07,6.71E-06,1.51E-06,3.92E-06,3.08E-06,7.00E-07,2.00E-06,9.91E-07,2.67E-06,0,3,5,11
103.1656887,103.1043504,103.0733016,103.089753,103.1584478,0.999987345,0.999992318,0.999987177,0.999991174,0.999987282,1.33E-06,6.96E-07,1.20E-06,8.17E-07,1.27E-06,3.97E-06,9.10E-07,5.99E-06,1.65E-06,4.70E-06,1.95E-06,8.75E-07,2.17E-06,1.24E-06,1.83E-06,0,3,5,11
103.1393999,103.1120041,103.0919699,103.1039302,103.0944111,0.999983076,0.999995498,0.999987017,0.999994366,0.999983804,1.03E-06,4.65E-07,1.23E-06,4.61E-07,1.09E-06,8.70E-06,1.40E-06,6.39E-06,2.13E-06,9.18E-06,6.54E-06,1.89E-06,4.73E-06,2.30E-06,5.32E-06,0,3,5,11
103.1867069,103.1125061,103.1128973,103.1387767,103.1889378,0.999971479,0.999979306,0.999968719,0.999960328,0.999973229,4.66E-06,3.86E-06,4.49E-06,4.65E-06,4.38E-06,1.22E-05,8.46E-06,1.50E-05,1.30E-05,1.18E-05,9.21E-06,6.04E-06,9.68E-06,1.93E-05,8.28E-06,0,3,5,11
103.2493798,103.1200002,103.0911403,103.2416459,103.3205742,0.999986395,0.99998977,0.999982419,0.999888235,0.999985115,2.06E-06,1.64E-06,2.79E-06,1.27E-05,2.13E-06,5.80E-06,2.88E-06,9.64E-06,7.89E-05,6.16E-06,5.41E-06,5.44E-06,4.79E-06,1.90E-05,6.28E-06,0,3,5,11
103.2496585,103.1308968,103.0941413,103.252811,103.2234069,0.999981121,0.999992129,0.99998318,0.999982657,0.999979544,1.60E-06,1.01E-06,2.19E-06,2.16E-06,1.54E-06,8.37E-06,3.01E-06,7.89E-06,6.22E-06,9.38E-06,8.64E-06,3.67E-06,6.45E-06,8.65E-06,9.28E-06,0,3,5,11
103.2401413,103.1262263,103.1060682,103.1617408,103.280273,0.999983958,0.999988908,0.999981055,0.999989065,0.999984614,1.88E-06,1.48E-06,2.10E-06,1.53E-06,1.72E-06,7.48E-06,4.39E-06,8.72E-06,4.71E-06,7.23E-06,6.28E-06,4.92E-06,7.78E-06,4.38E-06,6.09E-06,0,3,5,11
103.1190995,103.1298676,103.1167962,103.1602159,103.1723355,0.99998855,0.999997,0.999994239,0.999995267,0.999987914,8.12E-07,2.89E-07,6.04E-07,7.02E-07,5.49E-07,2.88E-06,7.80E-07,3.53E-06,1.32E-06,2.61E-06,7.55E-06,1.89E-06,1.53E-06,2.50E-06,8.83E-06,0,3,5,11
103.1156579,103.1203057,103.0912017,103.1222755,103.0763411,0.999989386,0.999998848,0.999995447,0.999996538,0.999992247,1.24E-06,2.43E-07,4.84E-07,6.29E-07,8.02E-07,4.40E-06,4.04E-07,2.24E-06,1.37E-06,3.46E-06,4.67E-06,4.59E-07,1.75E-06,1.25E-06,3.34E-06,0,3,5,11
103.0990047,103.1032739,103.0950231,103.1014766,103.0904603,0.999985273,0.999998106,0.99998496,0.999995929,0.999985456,1.01E-06,1.37E-07,7.93E-07,4.78E-07,6.63E-07,6.56E-06,9.60E-07,8.19E-06,1.70E-06,7.29E-06,6.90E-06,7.57E-07,5.93E-06,1.77E-06,6.47E-06,0,3,5,11
103.0857237,103.1049062,103.0929198,103.1112422,103.0899773,0.999991206,0.999998636,0.999992043,0.999996709,0.999991626,5.98E-07,1.61E-07,6.18E-07,3.63E-07,5.13E-07,3.22E-06,7.15E-07,5.26E-06,1.32E-06,3.37E-06,4.78E-06,4.57E-07,1.98E-06,1.53E-06,4.38E-06,0,3,5,11
103.1835168,103.1885965,103.2168855,103.1434496,103.199911,0.999991158,0.999998068,0.999988126,0.999996403,0.999991809,7.89E-07,2.25E-07,9.19E-07,4.46E-07,6.14E-07,4.03E-06,6.69E-07,5.48E-06,1.57E-06,4.13E-06,3.83E-06,9.91E-07,5.35E-06,1.45E-06,3.35E-06,0,3,5,11
103.0839333,103.0977375,103.0877808,103.0947508,103.0744964,0.999988995,0.999998015,0.999989683,0.999996879,0.999992399,8.07E-07,2.10E-07,7.82E-07,5.64E-07,5.20E-07,3.43E-06,9.70E-07,5.28E-06,1.35E-06,3.57E-06,6.52E-06,7.59E-07,4.13E-06,1.06E-06,3.39E-06,0,3,5,11
103.084884,103.1091249,103.1155436,103.0941117,103.0987896,0.999990414,0.999998639,0.999992236,0.999996376,0.999992817,8.84E-07,1.48E-07,7.51E-07,3.99E-07,5.62E-07,2.40E-06,6.46E-07,4.63E-06,1.53E-06,3.28E-06,6.09E-06,5.33E-07,2.29E-06,1.57E-06,3.25E-06,0,3,5,11
103.0491164,103.0785279,103.0829803,103.0913719,103.0603038,0.999982304,0.999998488,0.999995193,0.999996174,0.999994452,1.10E-06,2.26E-07,4.65E-07,4.89E-07,4.65E-07,4.61E-06,4.62E-07,2.99E-06,1.62E-06,2.81E-06,1.17E-05,7.70E-07,1.27E-06,1.49E-06,2.14E-06,0,3,5,11
103.0517127,103.0967041,103.0964886,103.1031202,103.1051618,0.999985218,0.999997533,0.999984972,0.999995705,0.999986784,1.12E-06,2.31E-07,8.10E-07,6.01E-07,8.52E-07,5.62E-06,1.07E-06,1.00E-05,1.66E-06,7.03E-06,7.79E-06,1.11E-06,4.04E-06,1.87E-06,5.20E-06,0,3,5,11
103.0936351,103.0847486,103.0761627,103.0707865,103.101052,0.999972611,0.999996428,0.999983473,0.999992611,0.999978036,1.78E-06,3.98E-07,1.31E-06,1.01E-06,9.03E-07,7.25E-06,7.44E-07,7.23E-06,2.27E-06,5.54E-06,1.77E-05,2.32E-06,7.81E-06,3.73E-06,1.53E-05,0,3,5,11
103.058185,103.0151467,103.0097845,102.9989757,103.0112762,0.999985504,0.999997792,0.999993029,0.999994811,0.999991395,1.64E-06,3.33E-07,5.66E-07,9.43E-07,9.78E-07,6.48E-06,7.80E-07,4.02E-06,2.21E-06,3.87E-06,5.93E-06,1.00E-06,2.28E-06,1.65E-06,3.58E-06,0,3,5,11
103.2557651,103.1917821,103.1948202,103.1574229,103.2011535,0.999990407,0.999998387,0.999989716,0.999996996,0.999989679,1.12E-06,2.81E-07,8.52E-07,6.53E-07,6.87E-07,3.88E-06,7.28E-07,6.46E-06,1.13E-06,4.26E-06,4.25E-06,5.51E-07,2.86E-06,1.01E-06,5.23E-06,0,3,5,11
103.0775902,103.0987487,103.0953164,103.1071863,103.0856366,0.999993524,0.999998902,0.99999517,0.999997088,0.999993956,8.81E-07,1.86E-07,5.37E-07,3.35E-07,4.76E-07,2.47E-06,5.45E-07,2.80E-06,1.13E-06,2.34E-06,2.94E-06,3.32E-07,1.41E-06,1.36E-06,3.14E-06,0,3,5,11
103.0912217,103.1046032,103.1017873,103.0948418,103.0842501,0.999991131,0.999998664,0.999991106,0.999996894,0.999990647,8.57E-07,1.75E-07,6.42E-07,3.21E-07,6.48E-07,5.12E-06,5.18E-07,4.97E-06,1.10E-06,5.57E-06,2.75E-06,6.11E-07,3.19E-06,1.62E-06,3.04E-06,0,3,5,11
103.1587648,103.1324225,103.1520257,103.0842557,103.1375923,0.99999113,0.999998618,0.999989936,0.99999704,0.999993181,1.37E-06,2.36E-07,6.92E-07,5.08E-07,7.06E-07,4.05E-06,5.72E-07,6.45E-06,1.49E-06,3.33E-06,3.08E-06,5.25E-07,2.80E-06,8.47E-07,2.65E-06,0,3,5,11
103.1019205,103.1058324,103.1130206,103.0836492,103.0933506,0.999988825,0.999997968,0.999990165,0.999996904,0.999992551,1.03E-06,2.85E-07,7.78E-07,3.97E-07,3.94E-07,4.01E-06,9.27E-07,5.23E-06,1.14E-06,3.08E-06,5.91E-06,7.75E-07,3.72E-06,1.43E-06,3.90E-06,0,3,5,11
103.080238,103.0903853,103.0571105,103.0857635,103.0575744,0.999989083,0.999998619,0.999990119,0.999996684,0.999990063,7.27E-07,1.57E-07,6.10E-07,3.94E-07,5.63E-07,4.74E-06,6.35E-07,5.53E-06,1.50E-06,4.77E-06,5.27E-06,5.56E-07,3.63E-06,1.31E-06,4.50E-06,0,3,5,11
103.1429595,103.1248597,103.1337881,103.1028553,103.123951,0.999982559,0.999997303,0.999983501,0.999994229,0.999979275,1.11E-06,2.28E-07,8.76E-07,7.28E-07,1.02E-06,7.93E-06,1.09E-06,8.68E-06,2.51E-06,7.95E-06,8.12E-06,1.33E-06,6.78E-06,2.33E-06,1.16E-05,0,3,5,11
103.0788795,103.103589,103.0854908,103.1010357,103.0637912,0.999990974,0.999998329,0.999985939,0.999996719,0.999989436,8.24E-07,2.01E-07,9.64E-07,4.44E-07,6.19E-07,4.32E-06,7.26E-07,9.06E-06,1.25E-06,5.03E-06,3.68E-06,7.12E-07,3.94E-06,1.48E-06,4.81E-06,0,3,5,11
103.1055625,103.0999009,103.0883793,103.0951638,103.0828094,0.999989845,0.999997781,0.999985467,0.999997204,0.9999904,9.24E-07,2.53E-07,8.24E-07,3.98E-07,7.15E-07,3.81E-06,1.14E-06,8.00E-06,1.13E-06,3.86E-06,5.20E-06,7.82E-07,5.57E-06,1.14E-06,4.92E-06,0,3,5,11
103.1569975,103.1708466,103.0667596,103.089902,103.2609002,0.999993221,0.999997335,0.999987823,0.999996352,0.999993899,1.02E-06,3.70E-07,1.42E-06,5.51E-07,7.98E-07,3.40E-06,1.44E-06,9.46E-06,1.83E-06,3.12E-06,2.22E-06,7.76E-07,1.08E-06,1.14E-06,2.05E-06,0,3,5,11
103.088807,103.0952305,103.0466242,103.0630767,103.0462798,0.999991766,0.999995723,0.999967913,0.999995529,0.999992313,7.89E-07,4.10E-07,4.09E-06,5.67E-07,7.38E-07,4.28E-06,1.83E-06,2.60E-05,2.51E-06,4.38E-06,3.04E-06,1.97E-06,1.74E-06,1.28E-06,2.47E-06,0,3,5,11
103.2492216,103.2217979,103.1717562,103.1826616,103.3837034,0.999994706,0.99999826,0.999989427,0.999998135,0.999995349,4.80E-07,2.02E-07,1.48E-06,2.42E-07,4.51E-07,2.84E-06,8.78E-07,7.71E-06,7.36E-07,2.76E-06,1.89E-06,6.21E-07,1.26E-06,8.24E-07,1.37E-06,0,3,5,11
103.1567624,103.150154,103.1104941,103.1064626,103.1580664,0.999995877,0.999998251,0.9999887,0.999997992,0.999995461,5.33E-07,1.91E-07,1.15E-06,2.74E-07,5.18E-07,2.46E-06,8.97E-07,8.87E-06,1.02E-06,2.54E-06,1.06E-06,6.30E-07,1.17E-06,6.59E-07,1.42E-06,0,3,5,11
103.1287937,103.1242478,103.077162,103.0827328,103.1180812,0.999994613,0.99999829,0.999988213,0.999997525,0.999994732,4.46E-07,1.89E-07,1.47E-06,2.57E-07,3.75E-07,2.56E-06,8.05E-07,8.73E-06,1.34E-06,2.47E-06,2.32E-06,6.86E-07,1.48E-06,8.17E-07,2.36E-06,0,3,5,11
103.1044648,103.1268617,103.1264236,103.0441401,103.1624503,0.999992439,0.999987312,0.999988154,0.99999571,0.999993176,8.94E-07,1.01E-06,1.69E-06,6.89E-07,8.05E-07,4.12E-06,2.45E-06,8.56E-06,2.40E-06,3.49E-06,2.44E-06,9.04E-06,1.46E-06,1.10E-06,2.42E-06,0,3,5,11
103.1694542,103.1924228,103.0846149,103.1001302,103.1622616,0.999994786,0.999997974,0.99996522,0.999997465,0.999995097,4.55E-07,2.13E-07,3.97E-06,3.52E-07,3.97E-07,2.38E-06,9.82E-07,2.95E-05,1.35E-06,2.38E-06,2.31E-06,7.96E-07,1.09E-06,7.84E-07,2.07E-06,0,3,5,11
103.0997183,103.0900403,103.0621912,103.0529275,103.0470576,0.999993925,0.99999712,0.999983006,0.999997501,0.99999389,6.78E-07,2.64E-07,2.22E-06,3.83E-07,5.92E-07,3.38E-06,1.42E-06,1.30E-05,9.83E-07,3.19E-06,1.96E-06,1.16E-06,1.61E-06,1.09E-06,2.27E-06,0,3,5,11
103.3279799,103.3015937,103.1992871,103.199955,103.3443453,0.999992287,0.999997415,0.999980224,0.999997205,0.999993577,8.65E-07,2.80E-07,2.44E-06,3.19E-07,7.36E-07,3.77E-06,1.51E-06,1.59E-05,1.38E-06,3.18E-06,3.00E-06,7.61E-07,1.30E-06,1.04E-06,2.43E-06,0,3,5,11
103.1830628,103.154104,103.0607645,103.1744255,103.2428603,0.999994517,0.999996366,0.999976591,0.99999773,0.999994902,6.78E-07,3.27E-07,2.68E-06,3.33E-07,6.18E-07,2.74E-06,1.95E-06,1.81E-05,1.09E-06,2.59E-06,1.99E-06,1.31E-06,2.48E-06,7.91E-07,1.80E-06,0,3,5,11
103.1352496,103.2023912,103.0981356,103.1144707,103.0806479,0.999991661,0.999996833,0.999985172,0.999997005,0.999992326,7.80E-07,2.91E-07,1.86E-06,3.12E-07,6.68E-07,3.98E-06,1.63E-06,1.14E-05,1.50E-06,4.25E-06,3.49E-06,1.20E-06,1.39E-06,1.14E-06,2.67E-06,0,3,5,11
103.1362287,103.1136978,103.0773972,103.0896072,103.1319885,0.999993129,0.999997703,0.999989459,0.999997683,0.99999351,5.88E-07,2.39E-07,1.16E-06,2.52E-07,5.13E-07,3.89E-06,1.38E-06,7.71E-06,1.11E-06,3.79E-06,2.31E-06,6.47E-07,1.56E-06,9.12E-07,2.12E-06,0,3,5,11
103.1471856,103.1532648,103.0898843,103.0823529,103.1139941,0.999993092,0.999997619,0.999958672,0.999996515,0.999993046,7.32E-07,2.30E-07,4.92E-06,4.15E-07,6.12E-07,4.07E-06,9.99E-07,3.34E-05,2.14E-06,3.72E-06,2.03E-06,1.12E-06,2.81E-06,8.53E-07,2.54E-06,0,3,5,11
103.1739252,103.1847965,103.1095035,103.147966,103.2846379,0.999994827,0.999998259,0.999982959,0.999996802,0.999995264,5.60E-07,1.78E-07,1.81E-06,3.38E-07,5.20E-07,2.83E-06,8.63E-07,1.36E-05,1.83E-06,2.72E-06,1.70E-06,6.61E-07,1.48E-06,9.25E-07,1.40E-06,0,3,5,11
103.1450587,103.1177387,103.0705018,103.0843957,103.1122182,0.999995946,0.999998005,0.999984757,0.999998243,0.999996011,4.57E-07,2.72E-07,1.81E-06,1.84E-07,3.78E-07,2.38E-06,1.03E-06,1.20E-05,9.34E-07,2.39E-06,1.15E-06,6.62E-07,1.33E-06,5.79E-07,1.15E-06,0,3,5,11
103.1282553,103.1233164,103.0849954,103.06999,103.10529,0.999992966,0.9999979,0.999984826,0.999997148,0.999993202,6.14E-07,2.36E-07,1.79E-06,3.77E-07,5.40E-07,2.99E-06,1.16E-06,1.13E-05,1.56E-06,2.90E-06,3.35E-06,6.72E-07,1.98E-06,8.53E-07,3.29E-06,0,3,5,11
103.163309,103.1520299,103.1104729,103.1092874,103.1753099,0.999993407,0.999996792,0.999978596,0.999996149,0.999992855,7.40E-07,2.76E-07,2.29E-06,3.73E-07,6.69E-07,3.35E-06,1.63E-06,1.67E-05,1.84E-06,3.53E-06,2.41E-06,1.26E-06,2.26E-06,1.57E-06,2.86E-06,0,3,5,11
103.1768628,103.146223,103.09777,103.1305338,103.1885378,0.999991583,0.999997088,0.999987557,0.999995523,0.999991386,6.20E-07,2.06E-07,1.62E-06,3.39E-07,5.30E-07,3.55E-06,1.11E-06,8.25E-06,1.78E-06,3.34E-06,4.17E-06,1.56E-06,2.44E-06,2.29E-06,4.67E-06,0,3,5,11
103.1397556,103.1302788,103.0803182,103.0889489,103.1271244,0.99999542,0.999998118,0.9999842,0.999997713,0.999995514,4.49E-07,2.07E-07,1.70E-06,2.69E-07,4.64E-07,2.81E-06,1.03E-06,1.21E-05,1.04E-06,2.59E-06,1.25E-06,6.05E-07,1.87E-06,9.25E-07,1.37E-06,0,3,5,11
103.1357053,103.1240071,103.0875837,103.0791326,103.0991787,0.999994982,0.999997949,0.99998408,0.999997929,0.999995402,4.45E-07,1.98E-07,2.09E-06,2.15E-07,3.63E-07,2.53E-06,1.07E-06,1.24E-05,9.92E-07,2.25E-06,1.97E-06,7.51E-07,1.36E-06,8.09E-07,1.92E-06,0,3,5,11
103.1160862,103.1245892,103.0919464,103.0946124,103.1045586,0.99998885,0.999997729,0.999988039,0.999996018,0.999986587,6.57E-07,3.36E-07,1.22E-06,4.43E-07,6.41E-07,5.50E-06,1.03E-06,8.73E-06,2.15E-06,5.84E-06,4.87E-06,8.06E-07,1.87E-06,1.27E-06,6.82E-06,0,3,5,11
103.1365823,103.1243572,103.0992179,103.0984794,103.1418977,0.999991062,0.999997114,0.999984717,0.999992737,0.999991059,6.39E-07,3.78E-07,1.39E-06,5.92E-07,6.19E-07,4.42E-06,1.51E-06,1.15E-05,4.47E-06,4.50E-06,3.76E-06,8.89E-07,2.21E-06,2.08E-06,3.71E-06,0,3,5,11
103.1437538,103.1269331,103.092262,103.1098862,103.1387866,0.999986674,0.999996523,0.99998813,0.999995111,0.99998317,5.51E-07,4.95E-07,1.14E-06,4.79E-07,5.84E-07,4.52E-06,1.46E-06,7.05E-06,2.34E-06,4.88E-06,8.17E-06,1.44E-06,3.56E-06,1.99E-06,1.13E-05,0,3,5,11
103.1607282,103.118423,103.1054118,103.100444,103.1473186,0.999990296,0.999997074,0.999985721,0.999994619,0.999990162,6.56E-07,3.81E-07,1.42E-06,6.67E-07,6.31E-07,6.11E-06,1.58E-06,1.04E-05,2.63E-06,6.28E-06,2.84E-06,9.10E-07,2.28E-06,1.98E-06,2.83E-06,0,3,5,11
103.1438109,103.1265231,103.0977362,103.1035142,103.1519973,0.999991908,0.999998187,0.999987007,0.999994708,0.999991237,6.84E-07,2.37E-07,1.17E-06,6.11E-07,6.64E-07,3.66E-06,9.07E-07,9.51E-06,2.12E-06,3.74E-06,3.65E-06,6.10E-07,2.15E-06,2.45E-06,4.28E-06,0,3,5,11
103.1190933,103.1096672,103.0843723,103.0867296,103.0950567,0.999987919,0.99999669,0.99998516,0.999994342,0.999986501,8.02E-07,4.32E-07,1.17E-06,7.17E-07,8.14E-07,5.39E-06,1.83E-06,1.07E-05,3.51E-06,5.84E-06,5.76E-06,9.65E-07,2.79E-06,1.33E-06,6.74E-06,0,3,5,11
103.1276758,103.1210326,103.0992572,103.0933403,103.1182569,0.99999328,0.999997841,0.999986486,0.999996711,0.999993097,4.53E-07,3.12E-07,1.61E-06,3.95E-07,4.66E-07,2.99E-06,1.12E-06,1.01E-05,1.78E-06,3.48E-06,3.19E-06,6.53E-07,1.62E-06,1.04E-06,2.87E-06,0,3,5,11
103.1341835,103.1212382,103.0953329,103.1137253,103.1139746,0.999992,0.999996883,0.999988304,0.999994104,0.999991305,6.94E-07,4.78E-07,1.11E-06,6.43E-07,6.62E-07,4.02E-06,1.69E-06,8.24E-06,3.66E-06,4.51E-06,3.14E-06,8.54E-07,2.19E-06,1.45E-06,3.43E-06,0,3,5,11
103.1496744,103.1208337,103.1001186,103.0948975,103.1206429,0.999990809,0.999997513,0.999992127,0.99999467,0.999989833,7.93E-07,4.87E-07,9.20E-07,7.46E-07,7.41E-07,5.63E-06,1.07E-06,5.47E-06,2.64E-06,5.99E-06,2.65E-06,8.19E-07,1.34E-06,1.82E-06,3.34E-06,0,3,5,11
103.0157288,102.9684337,103.000512,103.0194893,103.0168159,0.999989255,0.999997462,0.999988763,0.999995898,0.99999028,6.74E-07,1.91E-07,1.02E-06,3.59E-07,5.76E-07,4.85E-06,1.12E-06,8.10E-06,1.99E-06,4.67E-06,5.14E-06,1.17E-06,1.99E-06,1.68E-06,4.39E-06,0,3,5,11
103.1088592,103.1097157,103.0714451,103.0772494,103.1115525,0.9999894,0.999996073,0.999989456,0.999994237,0.999991564,5.64E-07,3.77E-07,8.02E-07,4.73E-07,5.28E-07,5.40E-06,2.01E-06,7.35E-06,3.72E-06,4.82E-06,4.53E-06,1.46E-06,2.26E-06,1.49E-06,2.99E-06,0,3,5,11
103.1519944,103.1246066,103.1096944,103.1222422,103.1590872,0.999984625,0.99999651,0.99998524,0.999990329,0.999975007,4.23E-07,2.23E-07,1.33E-06,7.01E-07,4.74E-07,5.42E-06,2.31E-06,1.07E-05,5.30E-06,6.56E-06,9.46E-06,8.94E-07,2.61E-06,3.60E-06,1.79E-05,0,3,5,11
103.1558947,103.1167486,103.1065014,103.0990014,103.1331374,0.999982713,0.999997061,0.999987728,0.999993709,0.999979948,7.90E-07,3.32E-07,1.11E-06,4.74E-07,7.46E-07,5.52E-06,1.51E-06,7.60E-06,3.13E-06,6.24E-06,1.08E-05,9.93E-07,3.44E-06,2.57E-06,1.29E-05,0,3,5,11
103.1322932,103.1401988,103.097675,103.0989818,103.1229438,0.999990499,0.999995864,0.999983115,0.999994718,0.999990832,5.72E-07,3.24E-07,1.48E-06,3.71E-07,5.54E-07,5.01E-06,1.96E-06,1.22E-05,2.93E-06,5.14E-06,3.79E-06,1.76E-06,3.08E-06,1.86E-06,3.35E-06,0,3,5,11
103.1332964,103.1017677,103.0995159,103.1030393,103.137647,0.999989789,0.999996822,0.999990962,0.999994357,0.999988541,6.11E-07,3.25E-07,1.03E-06,5.20E-07,5.67E-07,4.33E-06,1.55E-06,5.62E-06,2.87E-06,4.67E-06,5.16E-06,1.21E-06,2.26E-06,2.13E-06,6.11E-06,0,3,5,11
103.1312468,103.1314929,103.0999418,103.1090593,103.1463588,0.999989275,0.999997357,0.999991378,0.999992491,0.999987761,8.06E-07,4.24E-07,1.23E-06,7.24E-07,6.37E-07,4.69E-06,1.29E-06,5.59E-06,4.35E-06,5.68E-06,5.10E-06,8.07E-07,1.66E-06,2.30E-06,5.81E-06,0,3,5,11
103.1423717,103.1225363,103.0970436,103.1128259,103.1285479,0.999994116,0.999997537,0.999989367,0.999995035,0.99999441,6.04E-07,5.00E-07,1.03E-06,8.31E-07,5.20E-07,2.64E-06,1.03E-06,6.43E-06,2.99E-06,2.83E-06,2.53E-06,8.21E-07,3.05E-06,9.95E-07,2.16E-06,0,3,5,11
103.161081,103.1172556,103.1034134,103.1012793,103.1324104,0.999990122,0.999997526,0.999989143,0.999994669,0.999990496,8.14E-07,4.03E-07,1.14E-06,6.67E-07,7.16E-07,4.95E-06,1.29E-06,7.77E-06,2.76E-06,5.11E-06,3.95E-06,6.60E-07,1.80E-06,1.78E-06,3.55E-06,0,3,5,11
103.1046775,103.1017342,103.0705821,103.0890433,103.1057283,0.99998924,0.999997155,0.999986743,0.999994043,0.999988199,7.95E-07,4.57E-07,1.41E-06,9.08E-07,9.16E-07,6.28E-06,1.36E-06,9.72E-06,3.24E-06,6.39E-06,3.57E-06,9.26E-07,1.95E-06,1.64E-06,4.38E-06,0,3,5,11
